Order ID,_date,Status,rto,is_cancelled,Category,_sku_prefix,ship-state,ship-city,_pincode_prefix,Amount,_amount_log,_amount_bucket,_has_promotion,_is_b2b,Fulfilment,Qty
405-2660443-4165145,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,KARNATAKA,BENGALURU,560,399.0,5.991464547107982,q1,1,0,Merchant,1
402-3329522-2367566,2022-04-30,Shipped,0,0,kurta,JNE,MAHARASHTRA,MUMBAI,400,295.0,5.69035945432406,q1,1,0,Amazon,1
406-3078054-1755513,2022-04-30,Shipped,0,0,kurta,MEN,UTTAR PRADESH,BIJNOR,246,484.0,6.184148890937483,q2,0,0,Amazon,1
171-4647176-6456305,2022-04-30,Shipped,0,0,Set,SET,MAHARASHTRA,MUMBAI,400,626.0,6.440946540632921,q3,0,0,Amazon,1
408-5011528-8276347,2022-04-30,Shipped,0,0,Set,SET,UTTAR PRADESH,ALLAHABAD,211,563.0,6.335054251498059,q3,1,0,Amazon,1
407-4097885-3129958,2022-04-30,Shipped - Delivered to Buyer,0,0,Top,JNE,MAHARASHTRA,VASAI VIRAR,401,387.0,5.961005339623274,q1,1,0,Merchant,1
171-1224053-5752314,2022-04-30,Cancelled,0,1,Top,J,KARNATAKA,BENGALURU,560,463.81,6.141628714683732,q2,0,0,Merchant,0
406-2849582-6531553,2022-04-30,Shipped,0,0,Top,J,UTTAR PRADESH,BIJNOR,246,512.0,6.240275845170769,q2,1,0,Amazon,1
407-5875767-6399551,2022-04-30,Shipped,0,0,Set,J,TELANGANA,HYDERABAD,500,1112.0,7.014814351275545,q5,0,0,Amazon,1
171-6336729-6763536,2022-04-30,Cancelled,0,1,Set,SET,KARNATAKA,BENGALURU,560,626.0,6.440946540632921,q3,0,0,Amazon,1
404-3907920-5281963,2022-04-30,Shipped,0,0,kurta,JNE,TELANGANA,HYDERABAD,500,376.0,5.932245187448011,q1,1,0,Amazon,1
408-7310428-6047538,2022-04-30,Shipped,0,0,Western Dress,J,KARNATAKA,BENGALURU,560,859.0,6.756932389247553,q5,1,0,Amazon,1
403-2608092-6065935,2022-04-30,Shipped,0,0,Set,SET,KARNATAKA,MANGALURU,575,597.0,6.393590753950631,q3,1,0,Amazon,1
404-9760385-9109154,2022-04-30,Shipped,0,0,kurta,JNE,TELANGANA,HYDERABAD,500,329.0,5.799092654460526,q1,0,0,Amazon,1
405-0732969-3941948,2022-04-30,Shipped - Delivered to Buyer,0,0,Set,J,WEST BENGAL,NEW TOWN,700,583.0,6.369900982828227,q3,1,0,Merchant,1
402-2720308-2560327,2022-04-30,Shipped,0,0,Western Dress,J,MAHARASHTRA,MUMBAI,400,665.0,6.501289670540389,q3,0,0,Amazon,1
402-0589123-6183541,2022-04-30,Shipped,0,0,Set,NW,MAHARASHTRA,MUMBAI,400,582.0,6.368187186350492,q3,0,0,Amazon,1
408-3874942-9917143,2022-04-30,Shipped,0,0,Set,SET,UTTAR PRADESH,SAMBHAL,244,1126.0,7.027314514039777,q5,1,0,Amazon,1
402-1706149-0949104,2022-04-30,Shipped,0,0,kurta,PJNE,MAHARASHTRA,NAGPUR,441,534.0,6.282266746896006,q3,1,0,Amazon,1
407-1672316-3245939,2022-04-30,Shipped,0,0,kurta,JNE,TAMIL NADU,ELAVANASURKOTTAI,607,319.0,5.768320995793772,q1,1,0,Amazon,1
405-1832646-7988329,2022-04-30,Shipped,0,0,kurta,JNE,MAHARASHTRA,SANGLI MIRAJ KUPWAD,416,368.0,5.910796644040527,q1,0,0,Amazon,1
408-9692204-9817146,2022-04-30,Cancelled,0,1,Set,SET,MAHARASHTRA,KALYAN,421,597.0,6.393590753950631,q3,0,0,Amazon,1
402-9339129-6219537,2022-04-30,Cancelled,0,1,Set,J,KARNATAKA,MYSURU,570,654.0,6.484635235635252,q3,0,0,Amazon,1
405-3036350-8089120,2022-04-30,Shipped,0,0,kurta,J,Gujarat,ANKLESHWR,393,795.0,6.679599185844383,q4,1,0,Amazon,1
404-6680046-0839536,2022-04-30,Shipped - Delivered to Buyer,0,0,Western Dress,J,TAMIL NADU,Chennai,600,744.0,6.61338421837956,q4,1,0,Merchant,1
406-2966654-4672325,2022-04-30,Shipped,0,0,kurta,PJNE,UTTAR PRADESH,Greater Noida West,201,692.0,6.541029999189903,q4,0,0,Amazon,1
403-4845285-4565113,2022-04-30,Shipped,0,0,Top,J,JAMMU & KASHMIR,JAMMU,180,563.0,6.335054251498059,q3,1,0,Amazon,1
171-4496851-5319548,2022-04-30,Shipped,0,0,Top,JNE,KARNATAKA,BENGALURU,560,545.0,6.302618975744905,q3,0,0,Amazon,1
408-3416118-1167564,2022-04-30,Shipped,0,0,Set,J,ARUNACHAL PRADESH,ITANAGAR,791,999.0,6.907755278982137,q5,1,0,Amazon,1
406-1590113-9193914,2022-04-30,Shipped,0,0,Set,J,WEST BENGAL,KOLKATA,700,654.0,6.484635235635252,q3,1,0,Amazon,1
404-0363929-8015528,2022-04-30,Shipped,0,0,Top,J,MAHARASHTRA,KARANJA,444,588.0,6.3784261836515865,q3,1,0,Amazon,1
407-7173744-5333154,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,DELHI,NEW DELHI,110,497.0,6.210600077024653,q2,1,0,Merchant,1
405-6880044-2861120,2022-04-30,Shipped,0,0,kurta,JNE,RAJASTHAN,NIMBAHERA,312,517.0,6.249975242259483,q2,1,0,Amazon,1
403-4337144-0984323,2022-04-30,Cancelled,0,1,Top,J,JAMMU & KASHMIR,JAMMU,180,,0.0,,0,0,Amazon,0
171-1851948-5476361,2022-04-30,Shipped,0,0,Set,SET,MANIPUR,Imphal East,795,1115.0,7.017506142941256,q5,1,0,Amazon,1
171-5810429-4493110,2022-04-30,Shipped,0,0,Set,NW,WEST BENGAL,BIDHAN NAGAR,700,582.0,6.368187186350492,q3,0,0,Amazon,1
171-1068229-1581965,2022-04-30,Shipped,0,0,Set,NW,WEST BENGAL,BIDHAN NAGAR,700,449.0,6.1092475827643655,q2,1,0,Amazon,1
402-2105140-3584364,2022-04-30,Shipped,0,0,kurta,JNE,KARNATAKA,BENGALURU,560,375.0,5.929589143389895,q1,0,0,Amazon,1
403-3561336-3563535,2022-04-30,Shipped,0,0,Set,SET,Gujarat,AHMEDABAD,380,771.0,6.648984550024776,q4,0,0,Amazon,1
402-9532672-5385917,2022-04-30,Shipped,0,0,kurta,JNE,TAMIL NADU,TIRUCHIRAPPALLI,620,399.0,5.991464547107982,q1,0,0,Amazon,1
408-4547464-4180323,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,ODISHA,BHUBANESWAR,752,0.0,0.0,q1,1,0,Merchant,1
402-2211107-5096323,2022-04-30,Shipped,0,0,Set,J,UTTAR PRADESH,ALIGARH,202,654.0,6.484635235635252,q3,1,0,Amazon,1
403-9412025-7537140,2022-04-30,Shipped,0,0,kurta,JNE,KERALA,KOCHI,682,424.0,6.052089168924417,q2,1,0,Amazon,1
403-5456917-5571511,2022-04-30,Cancelled,0,1,Western Dress,JNE,UTTAR PRADESH,GHAZIABAD,201,,0.0,,0,0,Amazon,0
171-8452330-4756317,2022-04-30,Shipped,0,0,Top,JNE,MAHARASHTRA,PUNE,412,432.0,6.07073772800249,q2,1,0,Amazon,1
171-4350114-4299568,2022-04-30,Shipped - Delivered to Buyer,0,0,Top,JNE,MAHARASHTRA,PUNE,412,399.0,5.991464547107982,q1,1,0,Merchant,1
405-8692900-3888310,2022-04-30,Shipped,0,0,kurta,JNE,KARNATAKA,Bangalore,560,399.0,5.991464547107982,q1,1,0,Amazon,1
402-6750101-3923558,2022-04-30,Shipped,0,0,Set,SET,KERALA,MALAPPURAM,676,597.0,6.393590753950631,q3,1,0,Amazon,1
403-5725327-6264327,2022-04-30,Shipped,0,0,Top,J,UTTAR PRADESH,NOIDA,201,463.0,6.139884552226255,q2,1,0,Amazon,1
403-5209693-1173944,2022-04-30,Shipped,0,0,kurta,MEN,UTTAR PRADESH,GREATER NOIDA,201,484.0,6.184148890937483,q2,1,0,Amazon,1
403-8255889-7526765,2022-04-30,Shipped,0,0,kurta,J,BIHAR,PATNA,800,635.0,6.455198563340122,q3,1,0,Amazon,1
407-3554912-7244363,2022-04-30,Shipped,0,0,kurta,JNE,ASSAM,SIBSAGAR,785,685.0,6.530877627725885,q3,1,0,Amazon,1
407-4737202-9096304,2022-04-30,Shipped - Delivered to Buyer,0,0,Western Dress,JNE,BIHAR,GAYA,823,725.0,6.587550014824796,q4,1,0,Merchant,1
171-2842936-5423534,2022-04-30,Shipped,0,0,Top,JNE,KARNATAKA,BENGALURU,560,487.0,6.1903154058531475,q2,0,0,Amazon,1
407-4936046-5852304,2022-04-30,Cancelled,0,1,Set,SET,HARYANA,GURUGRAM,122,1249.11,7.130986814706855,q5,0,0,Merchant,0
407-4936046-5852304,2022-04-30,Cancelled,0,1,Set,SET,HARYANA,GURUGRAM,122,1058.93,6.965958197863717,q5,0,0,Merchant,0
402-9580874-3525948,2022-04-30,Shipped,0,0,Set,SET,KERALA,KOLLAM,691,696.0,6.546785410760524,q4,1,0,Amazon,1
404-7426070-1355530,2022-04-30,Shipped,0,0,kurta,JNE,TELANGANA,HYDERABAD,500,329.0,5.799092654460526,q1,0,0,Amazon,1
406-4878137-1126707,2022-04-30,Shipped,0,0,kurta,JNE,MAHARASHTRA,PUNE,411,517.0,6.249975242259483,q2,1,0,Amazon,1
171-3505516-3505949,2022-04-30,Shipped,0,0,Set,SET,MAHARASHTRA,PUNE,411,591.0,6.3835066348840055,q3,1,0,Amazon,1
406-6199849-7523514,2022-04-30,Shipped,0,0,kurta,JNE,KERALA,PERALASSERI,670,406.0,6.008813185442595,q1,0,0,Amazon,1
406-6180074-2350757,2022-04-30,Shipped,0,0,Set,SET,KARNATAKA,BENGALURU,560,684.0,6.529418838262226,q3,1,0,Amazon,1
406-6180074-2350757,2022-04-30,Shipped,0,0,Set,SET,KARNATAKA,BENGALURU,560,1115.0,7.017506142941256,q5,1,0,Amazon,1
406-2403215-8361103,2022-04-30,Shipped - Delivered to Buyer,0,0,Set,SET,KARNATAKA,BENGALURU,560,999.0,6.907755278982137,q5,1,0,Merchant,1
404-6578109-5618751,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,KARNATAKA,BENGALURU,560,295.0,5.69035945432406,q1,1,0,Merchant,1
407-2307966-4961113,2022-04-30,Shipped,0,0,kurta,JNE,KARNATAKA,UDUPI,576,442.0,6.093569770045136,q2,0,0,Amazon,1
404-5539778-0029904,2022-04-30,Shipped,0,0,Set,SET,ASSAM,MARIANI,785,563.0,6.335054251498059,q3,1,0,Amazon,1
171-6222676-0740318,2022-04-30,Shipped,0,0,kurta,JNE,DELHI,NEW DELHI,110,435.0,6.077642243349034,q2,1,0,Amazon,1
403-2166075-2254703,2022-04-30,Shipped,0,0,Set,SET,KARNATAKA,MANGALURU,575,563.0,6.335054251498059,q3,1,0,Amazon,1
407-5766340-7411567,2022-04-30,Shipped,0,0,kurta,JNE,Gujarat,AHMEDABAD,380,399.0,5.991464547107982,q1,1,1,Amazon,1
404-0634392-1837110,2022-04-30,Cancelled,0,1,Top,J,MAHARASHTRA,KARANJA,444,,0.0,,0,0,Amazon,0
408-2759943-9849959,2022-04-30,Shipped,0,0,Set,SET,WEST BENGAL,KOLKATA,700,1338.0,7.199678345691172,q5,1,0,Amazon,1
403-5977671-8855508,2022-04-30,Shipped - Returned to Seller,1,0,Set,SET,WEST BENGAL,COOCH BEHAR,736,1115.0,7.017506142941256,q5,1,0,Merchant,1
408-9321153-0591557,2022-04-30,Shipped,0,0,kurta,JNE,KARNATAKA,BENGALURU,560,399.0,5.991464547107982,q1,0,0,Amazon,1
404-0696150-3898703,2022-04-30,Shipped - Delivered to Buyer,0,0,Set,J,MAHARASHTRA,PUNE,411,499.0,6.214608098422191,q2,1,0,Merchant,1
406-7586136-6520337,2022-04-30,Shipped - Delivered to Buyer,0,0,Western Dress,J,UTTARAKHAND,DEHRADUN,248,791.0,6.674561391814426,q4,1,0,Merchant,1
407-6146457-8788352,2022-04-30,Shipped,0,0,Western Dress,JNE,BIHAR,GAYA,823,725.0,6.587550014824796,q4,1,0,Amazon,1
404-8514200-3544346,2022-04-30,Cancelled,0,1,kurta,JNE,KARNATAKA,BENGALURU,560,,0.0,,0,0,Amazon,0
404-7452877-2137949,2022-04-30,Cancelled,0,1,kurta,JNE,KARNATAKA,BENGALURU,560,,0.0,,0,0,Merchant,0
402-2703790-2816329,2022-04-30,Cancelled,0,1,Set,J,JHARKHAND,JHARIA KHAS,828,1278.57,7.154279320998248,q5,0,0,Merchant,0
407-1515930-8661921,2022-04-30,Shipped,0,0,Set,SET,WEST BENGAL,KOLKATA,700,1099.0,7.003065458786462,q5,1,0,Amazon,1
405-9144614-1601126,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,MEN,TELANGANA,Secunderabad,500,533.0,6.280395838960195,q2,1,0,Merchant,1
407-0994909-4122733,2022-04-30,Shipped,0,0,kurta,PJ,RAJASTHAN,UDAIPUR,313,696.0,6.546785410760524,q4,1,0,Amazon,1
402-7042386-5486768,2022-04-30,Shipped,0,0,kurta,JNE,TAMIL NADU,COIMBATORE,641,363.0,5.8971538676367405,q1,1,0,Amazon,1
403-7652993-1507525,2022-04-30,Shipped,0,0,Set,SET,ODISHA,BHUBANESWAR,751,631.0,6.448889394146858,q3,1,0,Amazon,1
407-3847456-6656309,2022-04-30,Shipped,0,0,Set,J,BIHAR,BHAGALPUR,812,1115.0,7.017506142941256,q5,1,0,Amazon,1
407-3847456-6656309,2022-04-30,Shipped,0,0,Set,SET,BIHAR,BHAGALPUR,812,968.0,6.876264611890766,q5,1,0,Amazon,1
171-7623384-8040337,2022-04-30,Shipped,0,0,kurta,JNE,MAHARASHTRA,NAGPUR,440,486.0,6.18826412308259,q2,1,0,Amazon,1
171-7623384-8040337,2022-04-30,Shipped,0,0,Set,SET,MAHARASHTRA,NAGPUR,440,597.0,6.393590753950631,q3,1,0,Amazon,1
171-4607096-6413920,2022-04-30,Shipped - Delivered to Buyer,0,0,Set,SET,MAHARASHTRA,NAGPUR,440,563.0,6.335054251498059,q3,1,0,Merchant,1
404-6783988-2006729,2022-04-30,Shipped,0,0,Set,SET,TAMIL NADU,CHENNAI,600,597.0,6.393590753950631,q3,1,0,Amazon,1
404-6975277-1927553,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,WEST BENGAL,BERHAMPORE,742,458.0,6.129050210060545,q2,1,0,Merchant,1
402-5586272-3646748,2022-04-30,Shipped,0,0,Set,J,UTTARAKHAND,Dehradun,248,1065.0,6.97166860472579,q5,0,0,Amazon,1
171-6655820-6440356,2022-04-30,Shipped,0,0,Set,J,MAHARASHTRA,MUMBAI,400,2130.0,7.664346632098617,q5,1,0,Amazon,2
171-1584788-8864335,2022-04-30,Shipped - Delivered to Buyer,0,0,Set,J,MAHARASHTRA,MUMBAI,400,1099.0,7.003065458786462,q5,1,0,Merchant,1
402-0150402-0900371,2022-04-30,Shipped,0,0,Western Dress,J,MADHYA PRADESH,SEONI,480,721.0,6.582025138892826,q4,1,0,Amazon,1
408-6791822-5493964,2022-04-30,Shipped,0,0,Set,SET,UTTAR PRADESH,Agra,282,968.0,6.876264611890766,q5,1,0,Amazon,1
405-0483874-0889137,2022-04-30,Shipped,0,0,Set,NW,UTTAR PRADESH,LUCKNOW,226,563.0,6.335054251498059,q3,1,0,Amazon,1
407-5600921-2143569,2022-04-30,Cancelled,0,1,Set,SET,KARNATAKA,BENGALURU,560,995.54,6.904289257290016,q5,0,0,Merchant,0
404-1607808-0769930,2022-04-30,Cancelled,0,1,Set,SET,BIHAR,PATNA,800,,0.0,,0,0,Amazon,0
407-5124083-2725136,2022-04-30,Shipped,0,0,Set,SET,UTTAR PRADESH,GHAZIABAD,201,682.0,6.52649485957079,q3,1,0,Amazon,1
407-4766116-5412325,2022-04-30,Shipped,0,0,kurta,JNE,HIMACHAL PRADESH,Nermand,172,399.0,5.991464547107982,q1,0,0,Amazon,1
402-6885004-6990731,2022-04-30,Shipped,0,0,Set,SET,TAMIL NADU,CHENNAI,600,626.0,6.440946540632921,q3,1,0,Amazon,1
402-2207276-9869933,2022-04-30,Shipped,0,0,Set,J,TELANGANA,KAMAREDDY,503,1140.0,7.039660349862076,q5,1,0,Amazon,1
407-9494293-9423561,2022-04-30,Shipped,0,0,kurta,JNE,JAMMU & KASHMIR,SRINAGAR,190,486.0,6.18826412308259,q2,1,0,Amazon,1
171-6867266-8495534,2022-04-30,Shipped,0,0,Set,SET,KARNATAKA,BENGALURU,560,597.0,6.393590753950631,q3,1,0,Amazon,1
408-3475592-6193128,2022-04-30,Shipped,0,0,kurta,JNE,KARNATAKA,MUDDEBIHAL,586,399.0,5.991464547107982,q1,1,0,Amazon,1
171-1987024-2709164,2022-04-30,Shipped,0,0,Set,J,ANDHRA PRADESH,SANTHAMAGULURU MANDAL,523,660.0,6.493753839851687,q3,1,0,Amazon,1
406-1522425-5387565,2022-04-30,Shipped,0,0,kurta,JNE,TELANGANA,HYDERABAD,500,459.0,6.131226489483141,q2,1,0,Amazon,1
171-3270734-5045130,2022-04-30,Shipped,0,0,Set,SET,DELHI,NEW DELHI,110,631.0,6.448889394146858,q3,1,0,Amazon,1
408-4101226-7217932,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,UTTAR PRADESH,LUCKNOW,226,459.0,6.131226489483141,q2,1,0,Merchant,1
171-5719664-5449151,2022-04-30,Cancelled,0,1,Set,SET,KARNATAKA,BENGALURU,560,597.0,6.393590753950631,q3,0,0,Amazon,1
403-9400764-4029123,2022-04-30,Shipped,0,0,Set,SET,KARNATAKA,BENGALURU,560,852.0,6.748759547491679,q5,0,0,Amazon,1
406-8413944-2634744,2022-04-30,Shipped,0,0,kurta,JNE,TELANGANA,Hyderabad,500,353.0,5.869296913133774,q1,1,0,Amazon,1
406-8271099-5133911,2022-04-30,Shipped,0,0,kurta,JNE,KARNATAKA,BENGALURU,562,345.0,5.846438775057724,q1,1,0,Amazon,1
406-8271099-5133911,2022-04-30,Shipped,0,0,kurta,JNE,KARNATAKA,BENGALURU,562,329.0,5.799092654460526,q1,1,0,Amazon,1
405-3441326-1516368,2022-04-30,Shipped,0,0,Top,J,WEST BENGAL,KOLKATA 700034,700,518.0,6.251903883165888,q2,1,0,Amazon,1
408-8009772-6580317,2022-04-30,Shipped,0,0,Top,JNE,WEST BENGAL,kolkata,700,387.0,5.961005339623274,q1,1,0,Amazon,1
402-4774686-7773937,2022-04-30,Shipped - Delivered to Buyer,0,0,Top,JNE,TELANGANA,HYDERABAD,500,339.0,5.8289456176102075,q1,1,0,Merchant,1
402-2860689-5652319,2022-04-30,Shipped,0,0,Western Dress,J,MADHYA PRADESH,SEONI,480,744.0,6.61338421837956,q4,1,0,Amazon,1
406-6386989-1689108,2022-04-30,Shipped - Delivered to Buyer,0,0,Set,SET,WEST BENGAL,BARUIPUR,700,888.0,6.790097235513905,q5,1,0,Merchant,1
408-9720884-9553122,2022-04-30,Shipped,0,0,kurta,JNE,ODISHA,KENDRAPARA,754,487.0,6.1903154058531475,q2,1,0,Amazon,1
408-6428766-2839536,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,ODISHA,KENDRAPARA,754,487.0,6.1903154058531475,q2,1,0,Merchant,1
408-8641795-6914711,2022-04-30,Shipped,0,0,Top,J,HARYANA,GURUGRAM,122,563.0,6.335054251498059,q3,1,0,Amazon,1
402-9475978-1434754,2022-04-30,Shipped,0,0,Western Dress,J,ANDHRA PRADESH,VIJAYAWADA,521,859.0,6.756932389247553,q5,1,0,Amazon,1
407-5776821-9327552,2022-04-30,Shipped,0,0,Set,J,MAHARASHTRA,MUMBAI,400,1133.0,7.033506484287697,q5,0,0,Amazon,1
171-6845071-0336346,2022-04-30,Shipped,0,0,Set,SET,MAHARASHTRA,NASHIK,422,788.0,6.670766320845874,q4,0,0,Amazon,1
404-7491342-1035558,2022-04-30,Shipped,0,0,Set,J,MAHARASHTRA,THANE,401,1463.0,7.288927694521257,q5,0,0,Amazon,1
171-6783343-9758701,2022-04-30,Shipped,0,0,kurta,JNE,PUNJAB,HOSHIARPUR,146,399.0,5.991464547107982,q1,1,0,Amazon,1
402-0043314-1059527,2022-04-30,Cancelled,0,1,Western Dress,J,MADHYA PRADESH,SEONI,480,744.0,6.61338421837956,q4,0,0,Amazon,1
406-6586654-6641140,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,KARNATAKA,BENGALURU,560,487.0,6.1903154058531475,q2,1,0,Merchant,1
405-6120626-0941135,2022-04-30,Shipped,0,0,Set,SET,KARNATAKA,Bengaluru,560,657.0,6.489204931325317,q3,1,0,Amazon,1
408-9255314-3102740,2022-04-30,Shipped,0,0,Set,SET,MAHARASHTRA,BARSHI,413,1133.0,7.033506484287697,q5,1,0,Amazon,1
408-3436456-9893130,2022-04-30,Shipped,0,0,kurta,JNE,MAHARASHTRA,MUMBAI,400,399.0,5.991464547107982,q1,0,0,Amazon,1
408-3870331-6287517,2022-04-30,Shipped,0,0,kurta,JNE,UTTARAKHAND,Dehradun,248,399.0,5.991464547107982,q1,1,0,Amazon,1
408-3870331-6287517,2022-04-30,Shipped,0,0,kurta,JNE,UTTARAKHAND,Dehradun,248,399.0,5.991464547107982,q1,1,0,Amazon,1
407-2882576-2777135,2022-04-30,Shipped - Delivered to Buyer,0,0,Set,J,TELANGANA,HYDERABAD,500,1233.0,7.1180162044653335,q5,1,0,Merchant,1
403-2256919-4846738,2022-04-30,Shipped - Delivered to Buyer,0,0,Western Dress,JNE,KARNATAKA,BENGALURU,560,825.0,6.716594773520978,q4,1,0,Merchant,1
403-2920089-2403567,2022-04-30,Shipped,0,0,Top,JNE,TAMIL NADU,CHENNAI,600,487.0,6.1903154058531475,q2,0,0,Amazon,1
406-7792526-4685142,2022-04-30,Shipped,0,0,Set,SET,TELANGANA,HYDERABAD,500,563.0,6.335054251498059,q3,1,0,Amazon,1
406-7680255-6117120,2022-04-30,Shipped,0,0,kurta,JNE,TELANGANA,HYDERABAD,500,399.0,5.991464547107982,q1,0,0,Amazon,1
402-4646784-8411501,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,HARYANA,CHANDI MANDIR,134,471.0,6.156978985585555,q2,1,0,Merchant,1
405-2788163-4515521,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,MADHYA PRADESH,ujjain,456,342.0,5.83773044716594,q1,1,0,Merchant,1
405-1757140-2025918,2022-04-30,Shipped,0,0,kurta,JNE,MADHYA PRADESH,ujjain,456,432.0,6.07073772800249,q2,1,0,Amazon,1
403-9105351-8453114,2022-04-30,Shipped,0,0,kurta,JNE,UTTARAKHAND,Haldwani,263,399.0,5.991464547107982,q1,1,0,Amazon,1
402-0503400-6235514,2022-04-30,Shipped,0,0,Set,SET,TAMIL NADU,CHENNAI,600,736.0,6.602587892189336,q4,1,0,Amazon,1
408-3201739-2676310,2022-04-30,Shipped,0,0,Set,SET,MAHARASHTRA,MUMBAI,400,1260.0,7.139660335964919,q5,1,0,Amazon,1
171-8027093-8553945,2022-04-30,Shipped,0,0,kurta,JNE,UTTARAKHAND,Uttarkashi,249,399.0,5.991464547107982,q1,1,0,Amazon,1
403-3331597-7637100,2022-04-30,Shipped,0,0,Set,J,ODISHA,BHUBANESWAR,751,1133.0,7.033506484287697,q5,1,0,Amazon,1
403-4424319-6635501,2022-04-30,Shipped,0,0,Set,SET,Goa,Old Goa,403,759.0,6.633318433280377,q4,1,0,Amazon,1
403-0906375-2269150,2022-04-30,Cancelled,0,1,kurta,MEN,MADHYA PRADESH,MAHESHWAR,451,475.0,6.16541785423142,q2,0,0,Amazon,1
406-7261451-5682727,2022-04-30,Shipped,0,0,Western Dress,J,KARNATAKA,BENGALURU,560,744.0,6.61338421837956,q4,1,0,Amazon,1
407-5096970-7475550,2022-04-30,Cancelled,0,1,Set,J,UTTAR PRADESH,HARDOI,241,1902.86,7.551638675542053,q5,0,0,Merchant,0
402-6566640-5417947,2022-04-30,Shipped,0,0,Western Dress,JNE,TELANGANA,HYDERABAD,500,771.0,6.648984550024776,q4,1,0,Amazon,1
402-5302912-6805151,2022-04-30,Shipped - Delivered to Buyer,0,0,Western Dress,JNE,TELANGANA,HYDERABAD,500,725.0,6.587550014824796,q4,1,0,Merchant,1
407-9707366-3029944,2022-04-30,Cancelled,0,1,kurta,JNE,DELHI,NEW DELHI,110,473.33,6.161903253681318,q2,0,0,Merchant,0
402-1365379-0131533,2022-04-30,Cancelled,0,1,Set,J,TELANGANA,KAMAREDDY,503,,0.0,,0,0,Amazon,0
408-5540360-9479519,2022-04-30,Shipped - Delivered to Buyer,0,0,Set,SET,MEGHALAYA,SHILLONG,793,759.0,6.633318433280377,q4,1,0,Merchant,1
403-2079921-1244300,2022-04-30,Cancelled,0,1,kurta,MEN,MADHYA PRADESH,DHAMNOD DHAR DISTRICT,454,475.0,6.16541785423142,q2,0,0,Amazon,1
402-8019936-6115500,2022-04-30,Cancelled,0,1,Set,J,KARNATAKA,MYSURU,570,654.0,6.484635235635252,q3,0,0,Amazon,1
406-6711228-7576354,2022-04-30,Cancelled,0,1,Western Dress,J,KARNATAKA,BENGALURU,560,791.0,6.674561391814426,q4,0,0,Amazon,1
171-1425554-3718756,2022-04-30,Shipped,0,0,Western Dress,J,KARNATAKA,BENGALURU,560,744.0,6.61338421837956,q4,1,0,Amazon,1
407-9906412-0889129,2022-04-30,Shipped,0,0,kurta,JNE,WEST BENGAL,CHAKDAHA,741,376.0,5.932245187448011,q1,1,0,Amazon,1
408-8991303-6559523,2022-04-30,Shipped,0,0,kurta,JNE,TAMIL NADU,CHENNAI,600,399.0,5.991464547107982,q1,0,0,Amazon,1
408-6046797-8945127,2022-04-30,Shipped,0,0,Set,SET,WEST BENGAL,KOLKATA,700,599.0,6.396929655216146,q3,1,0,Amazon,1
171-2134173-5385136,2022-04-30,Shipped,0,0,kurta,J,KARNATAKA,CHIKKAMAGALURU,577,782.0,6.663132695990803,q4,1,0,Amazon,1
171-2134173-5385136,2022-04-30,Shipped,0,0,kurta,JNE,KARNATAKA,CHIKKAMAGALURU,577,362.0,5.8944028342648505,q1,1,0,Amazon,1
402-2155477-9353103,2022-04-30,Shipped,0,0,Set,SET,ODISHA,BHUBANESWAR,751,1173.0,7.068172000388042,q5,1,0,Amazon,1
407-8580022-5578715,2022-04-30,Shipped - Delivered to Buyer,0,0,Western Dress,J,HARYANA,GURUGRAM,122,744.0,6.61338421837956,q4,1,0,Merchant,1
402-1572540-8678700,2022-04-30,Shipped,0,0,Western Dress,JNE,WEST BENGAL,KOLKATA,700,725.0,6.587550014824796,q4,1,0,Amazon,1
171-1887627-9813158,2022-04-30,Shipped,0,0,kurta,JNE,ANDHRA PRADESH,VISAKHAPATNAM,530,376.0,5.932245187448011,q1,1,0,Amazon,1
408-7712483-3825907,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,UTTAR PRADESH,ALLAHABAD,211,459.0,6.131226489483141,q2,1,0,Merchant,1
402-3621298-2630741,2022-04-30,Cancelled,0,1,Set,J,KARNATAKA,MYSURU,570,654.0,6.484635235635252,q3,0,0,Amazon,1
404-8745561-3169903,2022-04-30,Shipped,0,0,kurta,JNE,UTTAR PRADESH,LUCKNOW,226,379.0,5.940171252720432,q1,1,0,Amazon,1
404-1508602-9433941,2022-04-30,Shipped,0,0,Set,J,WEST BENGAL,KOLKATA,700,696.0,6.546785410760524,q4,1,0,Amazon,1
171-9371949-6030721,2022-04-30,Shipped,0,0,Set,SET,WEST BENGAL,MALDA,732,597.0,6.393590753950631,q3,1,0,Amazon,1
