Order ID,_date,Status,rto,is_cancelled,Category,_sku_prefix,ship-state,ship-city,_pincode_prefix,Amount,_amount_log,_amount_bucket,_has_promotion,_is_b2b,Fulfilment,Qty
171-2705563-6985105,2022-04-30,Shipped,0,0,Set,SET,NAGALAND,DIMAPUR,797,692.0,6.541029999189903,q4,1,0,Amazon,1
171-3537751-4007556,2022-04-30,Shipped,0,0,Set,SET,ANDHRA PRADESH,Nellore,524,1999.0,7.600902459542082,q5,1,0,Amazon,1
408-5990312-3581165,2022-04-30,Shipped,0,0,Set,SET,PUDUCHERRY,PUDUCHERRY,605,824.0,6.715383386334681,q4,1,0,Amazon,1
403-6062596-1220349,2022-04-30,Shipped,0,0,kurta,JNE,GOA,CUNCOLIM,403,399.0,5.991464547107982,q1,1,0,Amazon,1
171-8220241-5105927,2022-04-30,Shipped,0,0,kurta,J,KARNATAKA,CHIKKAMAGALURU,577,737.0,6.6039438246004725,q4,1,0,Amazon,1
408-9405529-3743511,2022-04-30,Shipped,0,0,kurta,JNE,TELANGANA,Hyderabad,500,399.0,5.991464547107982,q1,1,0,Amazon,1
402-3595365-1666728,2022-04-30,Cancelled,0,1,Set,SET,UTTAR PRADESH,NOIDA,201,899.0,6.802394763324311,q5,0,0,Amazon,1
407-3271219-3762757,2022-04-30,Shipped,0,0,kurta,JNE,MAHARASHTRA,PUNE,411,368.0,5.910796644040527,q1,1,0,Amazon,1
402-3660716-8589107,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,KERALA,trivandrum,695,471.0,6.156978985585555,q2,1,0,Merchant,1
171-3953233-6135505,2022-04-30,Shipped,0,0,kurta,JNE,UTTAR PRADESH,KANPUR,208,399.0,5.991464547107982,q1,1,0,Amazon,1
402-5525660-2118707,2022-04-30,Shipped,0,0,kurta,JNE,TAMIL NADU,CHINNALAPATTI,624,376.0,5.932245187448011,q1,0,0,Amazon,1
406-9941718-1734719,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,KARNATAKA,BENGALURU,560,544.0,6.300785794663244,q3,1,0,Merchant,1
171-1297873-2176339,2022-04-30,Shipped,0,0,kurta,MEN,TELANGANA,HYDERABAD,500,499.0,6.214608098422191,q2,1,0,Amazon,1
407-6401192-4057954,2022-04-30,Shipped,0,0,Top,J,KARNATAKA,BENGALURU,560,426.0,6.056784013228625,q2,0,0,Amazon,1
406-3397500-8084361,2022-04-30,Shipped,0,0,kurta,JNE,KARNATAKA,BENGALURU,560,399.0,5.991464547107982,q1,0,0,Amazon,1
171-9620288-8918704,2022-04-30,Cancelled,0,1,Set,SET,UTTARAKHAND,BAGESHWAR,263,,0.0,,1,0,Amazon,0
402-8089760-1132331,2022-04-30,Shipped,0,0,Set,SET,DELHI,NEW DELHI,110,995.0,6.903747257584598,q5,0,0,Amazon,1
403-7042175-3905937,2022-04-30,Shipped,0,0,kurta,MEN,WEST BENGAL,BARRACKPORE,700,499.0,6.214608098422191,q2,1,0,Amazon,1
403-7042175-3905937,2022-04-30,Shipped,0,0,kurta,MEN,WEST BENGAL,BARRACKPORE,700,499.0,6.214608098422191,q2,1,0,Amazon,1
407-4629176-4141949,2022-04-30,Shipped,0,0,Set,SET,MAHARASHTRA,Dombivali  east,421,597.0,6.393590753950631,q3,1,0,Amazon,1
171-7306449-0588335,2022-04-30,Shipped,0,0,kurta,MEN,DELHI,NEW DELHI,110,562.0,6.333279628139691,q3,1,0,Amazon,1
407-1396965-6726703,2022-04-30,Shipped,0,0,kurta,PJ,BIHAR,PATNA,801,696.0,6.546785410760524,q4,1,0,Amazon,1
407-0624641-6557144,2022-04-30,Shipped,0,0,Set,SET,TELANGANA,Hyderabad,500,788.0,6.670766320845874,q4,0,0,Amazon,1
405-8444009-8723509,2022-04-30,Shipped,0,0,kurta,JNE,DELHI,New delhi,110,399.0,5.991464547107982,q1,0,0,Amazon,1
406-5729580-2175565,2022-04-30,Shipped,0,0,Set,SET,WEST BENGAL,NEW TOWN,700,1099.0,7.003065458786462,q5,1,0,Amazon,1
404-2255967-5457950,2022-04-30,Shipped,0,0,Set,J,TELANGANA,HYDERABAD,502,476.0,6.1675164908883415,q2,0,0,Amazon,1
408-5020509-5674715,2022-04-30,Shipped - Returned to Seller,1,0,Western Dress,JNE,DELHI,NEW DELHI,110,0.0,0.0,q1,1,0,Merchant,1
407-7642883-3094732,2022-04-30,Shipped - Delivered to Buyer,0,0,Western Dress,J,ASSAM,SIBSAGAR,785,885.0,6.786716950605081,q5,1,0,Merchant,1
404-7608918-0571517,2022-04-30,Shipped,0,0,Set,J,JAMMU & KASHMIR,JAMMU,180,654.0,6.484635235635252,q3,1,0,Amazon,1
171-6589781-2209965,2022-04-30,Shipped,0,0,Western Dress,J,MAHARASHTRA,Pune,411,625.0,6.439350371100098,q3,1,0,Amazon,1
405-9442254-2207515,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,PJNE,KERALA,Pathanapuram,689,505.0,6.226536669287466,q2,1,0,Merchant,1
405-3071731-6600369,2022-04-30,Shipped,0,0,kurta,PJNE,KERALA,Pathanapuram,689,563.0,6.335054251498059,q3,1,0,Amazon,1
404-6026001-1717923,2022-04-30,Cancelled,0,1,kurta,JNE,UTTAR PRADESH,JAUNPUR,222,344.76,5.845744921002517,q1,0,0,Merchant,0
404-4026534-0431517,2022-04-30,Cancelled,0,1,Set,SET,MAHARASHTRA,SOLAPUR,413,,0.0,,1,0,Amazon,0
406-4970885-3273941,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,MAHARASHTRA,PUNE,411,666.0,6.502790045915623,q3,1,0,Merchant,1
406-2942566-8263534,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,TELANGANA,MAHBUBNAGAR,509,399.0,5.991464547107982,q1,1,0,Merchant,1
406-7501816-7391539,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,UTTARAKHAND,Nk sweets Vikasnagar,248,432.0,6.07073772800249,q2,1,0,Merchant,1
408-3137526-3167563,2022-04-30,Shipped,0,0,kurta,JNE,WEST BENGAL,DARJEELING,734,0.0,0.0,q1,0,0,Amazon,1
408-5211576-2061139,2022-04-30,Shipped,0,0,Set,SET,JHARKHAND,RANCHI,834,1099.0,7.003065458786462,q5,1,0,Amazon,1
406-9632792-8869139,2022-04-30,Shipped,0,0,kurta,JNE,KARNATAKA,BENGALURU,560,353.0,5.869296913133774,q1,0,0,Amazon,1
408-7971979-8745937,2022-04-30,Shipped - Delivered to Buyer,0,0,Western Dress,J,PUNJAB,LUDHIANA,141,0.0,0.0,q1,1,0,Merchant,1
405-5166820-2566738,2022-04-30,Shipped,0,0,Set,SET,KARNATAKA,BENGALURU,560,563.0,6.335054251498059,q3,1,0,Amazon,1
405-8932002-4271522,2022-04-30,Shipped,0,0,Set,SET,TELANGANA,HYDERABAD,500,788.0,6.670766320845874,q4,1,0,Amazon,1
404-1855398-2642751,2022-04-30,Shipped,0,0,Set,J,BIHAR,MUZAFFARPUR,842,654.0,6.484635235635252,q3,1,0,Amazon,1
408-0912805-7526753,2022-04-30,Shipped,0,0,Set,SET,MAHARASHTRA,MUMBAI,400,0.0,0.0,q1,0,0,Amazon,1
402-2403704-9667560,2022-04-30,Shipped,0,0,kurta,JNE,TELANGANA,SECUNDERABAD,500,399.0,5.991464547107982,q1,0,0,Amazon,1
405-2569549-3466719,2022-04-30,Shipped,0,0,Set,J,UTTAR PRADESH,Sonbhadra,231,696.0,6.546785410760524,q4,1,0,Amazon,1
405-2822825-3877133,2022-04-30,Shipped,0,0,Set,J,UTTAR PRADESH,LUCKNOW,226,1112.0,7.014814351275545,q5,1,0,Amazon,1
171-5222377-4501935,2022-04-30,Shipped,0,0,kurta,JNE,ANDHRA PRADESH,KAKINADA,533,517.0,6.249975242259483,q2,0,0,Amazon,1
171-2644368-7969167,2022-04-30,Shipped,0,0,Set,SET,ANDHRA PRADESH,KAKINADA,533,888.0,6.790097235513905,q5,1,0,Amazon,1
171-2644368-7969167,2022-04-30,Shipped,0,0,Set,J,ANDHRA PRADESH,KAKINADA,533,1463.0,7.288927694521257,q5,1,0,Amazon,1
171-2644368-7969167,2022-04-30,Shipped,0,0,kurta,JNE,ANDHRA PRADESH,KAKINADA,533,399.0,5.991464547107982,q1,1,0,Amazon,1
171-2644368-7969167,2022-04-30,Shipped,0,0,kurta,JNE,ANDHRA PRADESH,KAKINADA,533,442.0,6.093569770045136,q2,1,0,Amazon,1
171-2644368-7969167,2022-04-30,Shipped,0,0,Set,SET,ANDHRA PRADESH,KAKINADA,533,1149.0,7.047517221357296,q5,1,0,Amazon,1
171-2644368-7969167,2022-04-30,Shipped,0,0,Ethnic Dress,J,ANDHRA PRADESH,KAKINADA,533,845.0,6.740519359606223,q5,1,0,Amazon,1
171-1758807-7455529,2022-04-30,Shipped,0,0,Set,SET,WEST BENGAL,HALDIA,721,788.0,6.670766320845874,q4,1,0,Amazon,1
404-5848202-7366725,2022-04-30,Cancelled,0,1,Western Dress,JNE,TELANGANA,HYDERABAD,500,734.29,6.600264949335516,q4,0,0,Merchant,0
408-8224264-0017161,2022-04-30,Shipped,0,0,Set,SET,DELHI,NEW DELHI,110,788.0,6.670766320845874,q4,0,0,Amazon,1
408-6529937-6381928,2022-04-30,Shipped,0,0,Set,J,GOA,Tivim,403,654.0,6.484635235635252,q3,1,0,Amazon,1
407-2028379-9672355,2022-04-30,Shipped,0,0,kurta,JNE,TAMIL NADU,CHENNAI,600,518.0,6.251903883165888,q2,1,0,Amazon,1
402-9221687-4573915,2022-04-30,Shipped,0,0,Set,SET,TELANGANA,HYDERABAD,500,626.0,6.440946540632921,q3,1,0,Amazon,1
405-2668017-2013957,2022-04-30,Shipped,0,0,kurta,PJNE,UTTAR PRADESH,Agra,282,534.0,6.282266746896006,q3,1,0,Amazon,1
408-3337319-8990747,2022-04-30,Shipped,0,0,kurta,MEN,Gujarat,MANDVI KACHCHH DISTRICT,370,475.0,6.16541785423142,q2,1,0,Amazon,1
407-1256885-2004349,2022-04-30,Shipped,0,0,kurta,MEN,ODISHA,SAMBALPUR,768,549.0,6.309918278226516,q3,1,0,Amazon,1
404-3723311-1030756,2022-04-30,Shipped,0,0,kurta,JNE,TAMIL NADU,KANNIYAKUMARI,629,518.0,6.251903883165888,q2,1,0,Amazon,1
171-5542306-9306709,2022-04-30,Cancelled,0,1,Western Dress,J,MAHARASHTRA,"Chinchwad ,Pune",411,,0.0,,0,0,Amazon,0
406-3702147-1800341,2022-04-30,Shipped - Delivered to Buyer,0,0,Western Dress,JNE,TELANGANA,HYDERABAD,500,725.0,6.587550014824796,q4,1,0,Merchant,1
404-5867260-9073129,2022-04-30,Cancelled,0,1,kurta,JNE,TAMIL NADU,CHENNAI,600,437.14,6.082538527440588,q2,0,0,Merchant,0
404-0532727-2082745,2022-04-30,Shipped,0,0,Set,J,TELANGANA,Hyderabad,500,1499.0,7.313220387090301,q5,0,0,Amazon,1
403-8966287-7773106,2022-04-30,Shipped,0,0,kurta,JNE,KARNATAKA,BENGALURU,560,363.0,5.8971538676367405,q1,0,0,Amazon,1
408-1512444-4965152,2022-04-30,Shipped,0,0,kurta,JNE,BIHAR,PURNIA,854,399.0,5.991464547107982,q1,0,0,Amazon,1
171-9451879-3651542,2022-04-30,Shipped,0,0,kurta,PJNE,WEST BENGAL,kolkata,700,487.0,6.1903154058531475,q2,0,0,Amazon,1
408-8501185-0578768,2022-04-30,Cancelled,0,1,Set,SET,PUDUCHERRY,PUDUCHERRY,605,824.0,6.715383386334681,q4,0,0,Amazon,1
402-0251823-0845133,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,MEGHALAYA,SHILLONG,793,353.0,5.869296913133774,q1,1,0,Merchant,1
408-5190897-8781155,2022-04-30,Shipped,0,0,Top,JNE,MAHARASHTRA,PUNE,411,487.0,6.1903154058531475,q2,1,0,Amazon,1
403-3109934-4911514,2022-04-30,Shipped,0,0,Set,SET,ANDHRA PRADESH,TADEPALLIGUDEM,534,597.0,6.393590753950631,q3,1,0,Amazon,1
407-0718034-7893108,2022-04-30,Shipped,0,0,Set,J,UTTAR PRADESH,Ghaziabad,201,654.0,6.484635235635252,q3,1,0,Amazon,1
404-0752237-5721965,2022-04-30,Shipped,0,0,Set,SET,TELANGANA,HYDERABAD,500,597.0,6.393590753950631,q3,1,0,Amazon,1
403-6818986-3510737,2022-04-30,Cancelled,0,1,kurta,JNE,KARNATAKA,BENGALURU,560,363.0,5.8971538676367405,q1,0,0,Amazon,1
403-4673019-6572340,2022-04-30,Shipped,0,0,kurta,JNE,MADHYA PRADESH,GWALIOR,474,471.0,6.156978985585555,q2,0,0,Amazon,1
171-4549643-0067500,2022-04-30,Cancelled,0,1,kurta,JNE,MAHARASHTRA,AKOLA,444,,0.0,,0,0,Amazon,0
404-3622512-3887551,2022-04-30,Shipped,0,0,Western Dress,J,ASSAM,JORHAT,785,744.0,6.61338421837956,q4,1,0,Amazon,1
406-6906315-9570765,2022-04-30,Shipped,0,0,kurta,JNE,TAMIL NADU,CHENNAI,600,399.0,5.991464547107982,q1,1,0,Amazon,1
407-3562449-1962729,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,J,KARNATAKA,RAMANAGARA,562,568.0,6.343880434126331,q3,1,0,Merchant,1
408-2593644-6317933,2022-04-30,Shipped,0,0,Set,SET,KARNATAKA,Vijayapur,586,835.0,6.728628613084702,q4,1,0,Amazon,1
407-7607527-1189964,2022-04-30,Shipped - Rejected by Buyer,1,0,kurta,J,KARNATAKA,RAMANAGARA,562,568.0,6.343880434126331,q3,1,0,Merchant,1
405-7398388-2654744,2022-04-30,Shipped,0,0,Western Dress,J,JHARKHAND,BOKARO STEEL CITY,827,899.0,6.802394763324311,q5,1,0,Amazon,1
405-5066690-4132337,2022-04-30,Shipped,0,0,kurta,JNE,KARNATAKA,BENGALURU,560,406.0,6.008813185442595,q1,1,0,Amazon,1
408-6466311-6949931,2022-04-30,Shipped,0,0,Set,SET,UTTAR PRADESH,LUCKNOW,226,0.0,0.0,q1,0,0,Amazon,1
171-4643830-2345965,2022-04-30,Cancelled,0,1,Set,SET,MAHARASHTRA,MUMBAI,400,570.48,6.348229452820346,q3,0,0,Merchant,0
404-1051549-5381167,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,TELANGANA,KHAMMAM,507,399.0,5.991464547107982,q1,1,0,Merchant,1
406-7625210-8793109,2022-04-30,Shipped,0,0,Set,J,TAMIL NADU,CHENNAI,600,789.0,6.672032945461067,q4,0,0,Amazon,1
406-8665288-2025908,2022-04-30,Shipped,0,0,Saree,SAR,DELHI,NEW DELHI,110,620.0,6.431331081933479,q3,1,0,Amazon,1
408-6732772-4525113,2022-04-30,Shipped - Delivered to Buyer,0,0,Set,J,MAHARASHTRA,AURANGABAD,431,0.0,0.0,q1,1,0,Merchant,1
171-7068385-2777168,2022-04-30,Shipped - Delivered to Buyer,0,0,Set,SET,MAHARASHTRA,Pune,411,631.0,6.448889394146858,q3,1,0,Merchant,1
405-9930530-1209919,2022-04-30,Shipped,0,0,kurta,JNE,MADHYA PRADESH,GADARWARA,487,499.0,6.214608098422191,q2,1,0,Amazon,1
407-0288006-5535531,2022-04-30,Shipped,0,0,Western Dress,J,TELANGANA,HYDERABAD,500,807.0,6.694562058521095,q4,1,0,Amazon,1
403-6363820-3080315,2022-04-30,Shipped,0,0,Set,SET,PUDUCHERRY,PUDUCHERRY,605,666.0,6.502790045915623,q3,1,0,Amazon,1
408-7937211-8974712,2022-04-30,Shipped,0,0,Set,SET,MAHARASHTRA,SHIRDI,423,0.0,0.0,q1,0,0,Amazon,1
407-4283259-6933941,2022-04-30,Shipped,0,0,kurta,JNE,TAMIL NADU,VELLORE,632,329.0,5.799092654460526,q1,0,0,Amazon,1
407-3630361-4581152,2022-04-30,Cancelled,0,1,kurta,JNE,TAMIL NADU,VELLORE,632,,0.0,,1,0,Amazon,0
408-6348199-2089932,2022-04-30,Shipped,0,0,Set,J,JHARKHAND,RANCHI,834,0.0,0.0,q1,0,0,Amazon,1
408-5824761-8505932,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,UTTAR PRADESH,noida,201,399.0,5.991464547107982,q1,1,0,Merchant,1
406-0673842-3693910,2022-04-30,Shipped,0,0,kurta,JNE,KARNATAKA,Mangaluru,575,399.0,5.991464547107982,q1,1,0,Amazon,1
405-0722232-7258752,2022-04-30,Shipped,0,0,kurta,JNE,MADHYA PRADESH,SINGRAULI,486,487.0,6.1903154058531475,q2,0,0,Amazon,1
408-0224364-7467540,2022-04-30,Shipped,0,0,Set,SET,DELHI,NEW DELHI,110,1033.0,6.9411900550683745,q5,1,0,Amazon,1
408-2445040-0957913,2022-04-30,Shipped,0,0,Top,JNE,KARNATAKA,BENGALURU,560,625.0,6.439350371100098,q3,1,0,Amazon,1
406-8412164-3153129,2022-04-30,Shipped,0,0,Top,JNE,MAHARASHTRA,MUMBAI,400,432.0,6.07073772800249,q2,0,0,Amazon,1
407-5524319-6977912,2022-04-30,Cancelled,0,1,kurta,JNE,KERALA,THRIPPUNITHURA,682,,0.0,,0,0,Amazon,0
407-7757868-6086759,2022-04-30,Shipped,0,0,Set,SET,DELHI,NEW DELHI,110,1115.0,7.017506142941256,q5,1,0,Amazon,1
171-5065107-7793119,2022-04-30,Shipped,0,0,kurta,JNE,UTTAR PRADESH,GHAZIABAD,201,511.0,6.238324625039508,q2,1,0,Amazon,1
403-0216195-8439543,2022-04-30,Shipped,0,0,Set,SET,ODISHA,KENDUJHAR,758,599.0,6.396929655216146,q3,1,0,Amazon,1
402-9874837-4557125,2022-04-30,Shipped,0,0,Top,JNE,MAHARASHTRA,MUMBAI,400,545.0,6.302618975744905,q3,1,0,Amazon,1
408-8892348-9765950,2022-04-30,Shipped,0,0,kurta,JNE,MAHARASHTRA,THANE,401,353.0,5.869296913133774,q1,0,0,Amazon,1
408-6417023-0253911,2022-04-30,Shipped,0,0,Set,SET,MAHARASHTRA,THANE,401,563.0,6.335054251498059,q3,0,0,Amazon,1
407-4004149-2857161,2022-04-30,Shipped,0,0,Top,JNE,MAHARASHTRA,KALYAN,421,487.0,6.1903154058531475,q2,0,0,Amazon,1
404-6408992-6781106,2022-04-30,Shipped,0,0,kurta,JNE,TAMIL NADU,CHENNAI,600,352.0,5.8664680569332965,q1,0,0,Amazon,1
407-9345273-2408359,2022-04-30,Shipped,0,0,kurta,JNE,TAMIL NADU,CHENNAI,600,376.0,5.932245187448011,q1,0,0,Amazon,1
408-0266080-9401113,2022-04-30,Shipped - Returned to Seller,1,0,Top,J,HARYANA,GURUGRAM,122,599.0,6.396929655216146,q3,1,0,Merchant,1
404-6096382-3389133,2022-04-30,Shipped - Delivered to Buyer,0,0,Blouse,BL,PUNJAB,LUDHIANA,141,329.0,5.799092654460526,q1,1,0,Merchant,1
405-9737320-3923530,2022-04-30,Shipped,0,0,Set,J,GOA,Nerul,403,1133.0,7.033506484287697,q5,1,0,Amazon,1
402-7908398-5262750,2022-04-30,Shipped,0,0,Set,SET,MANIPUR,IMPHAL,795,684.0,6.529418838262226,q3,1,0,Amazon,1
407-6861831-9368312,2022-04-30,Cancelled,0,1,Set,SET,ASSAM,PALASBARI,781,,0.0,,0,0,Amazon,0
406-4290163-4557960,2022-04-30,Cancelled,0,1,kurta,JNE,TELANGANA,HYDERABAD,500,435.0,6.077642243349034,q2,0,0,Amazon,1
405-9000587-4386763,2022-04-30,Shipped,0,0,kurta,JNE,MAHARASHTRA,PUNE,411,399.0,5.991464547107982,q1,0,0,Amazon,1
405-9000587-4386763,2022-04-30,Shipped,0,0,kurta,JNE,MAHARASHTRA,PUNE,411,399.0,5.991464547107982,q1,0,0,Amazon,1
404-7760595-7490722,2022-04-30,Cancelled,0,1,kurta,JNE,KARNATAKA,Chikkaballapur,562,399.0,5.991464547107982,q1,0,0,Amazon,1
403-8206114-6438765,2022-04-30,Shipped,0,0,Set,SET,WEST BENGAL,Andul near maya stores,711,788.0,6.670766320845874,q4,1,0,Amazon,1
404-6734371-2217151,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,MEN,KARNATAKA,BENGALURU,560,549.0,6.309918278226516,q3,1,0,Merchant,1
403-9844758-9663515,2022-04-30,Shipped,0,0,Set,J,MAHARASHTRA,MUMBAI,400,654.0,6.484635235635252,q3,0,0,Amazon,1
402-1037282-5400318,2022-04-30,Shipped,0,0,kurta,JNE,MAHARASHTRA,Mumbai,400,399.0,5.991464547107982,q1,1,0,Amazon,1
408-6497115-2636366,2022-04-30,Shipped - Delivered to Buyer,0,0,Set,SET,TELANGANA,HYDERABAD,500,599.0,6.396929655216146,q3,1,0,Merchant,1
408-2311178-4563550,2022-04-30,Shipped,0,0,Set,SET,TELANGANA,HYDERABAD,500,874.0,6.774223886357614,q5,1,0,Amazon,1
171-7904830-1900363,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,MEN,TELANGANA,HYDERABAD,500,533.0,6.280395838960195,q2,1,0,Merchant,1
406-9476969-2801163,2022-04-30,Shipped,0,0,kurta,JNE,KARNATAKA,BENGALURU,560,399.0,5.991464547107982,q1,0,0,Amazon,1
403-2867551-8904322,2022-04-30,Shipped,0,0,Western Dress,J,KARNATAKA,BENGALURU,560,744.0,6.61338421837956,q4,1,0,Amazon,1
407-0133690-8157926,2022-04-30,Shipped,0,0,kurta,MEN,Gujarat,SURAT,395,499.0,6.214608098422191,q2,1,0,Amazon,1
402-2892726-4411563,2022-04-30,Cancelled,0,1,kurta,JNE,MAHARASHTRA,Mumbai,400,399.0,5.991464547107982,q1,0,0,Amazon,1
402-9688522-2179563,2022-04-30,Shipped,0,0,kurta,JNE,ANDHRA PRADESH,CHITTOOR,517,376.0,5.932245187448011,q1,0,0,Amazon,1
404-7977517-7125147,2022-04-30,Shipped,0,0,kurta,JNE,KARNATAKA,KADUR,577,486.0,6.18826412308259,q2,1,0,Amazon,1
403-4009455-2766717,2022-04-30,Shipped,0,0,kurta,JNE,RAJASTHAN,SURATGARH,335,399.0,5.991464547107982,q1,0,0,Amazon,1
408-8960391-6097167,2022-04-30,Cancelled,0,1,kurta,JNE,MAHARASHTRA,MIRA ROAD,401,,0.0,,0,0,Amazon,0
406-9811989-3946709,2022-04-30,Shipped,0,0,kurta,JNE,MAHARASHTRA,MUMBAI,400,424.0,6.052089168924417,q2,1,0,Amazon,1
406-0361691-7797129,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,MAHARASHTRA,MUMBAI,400,362.0,5.8944028342648505,q1,1,0,Merchant,1
408-9628391-5712365,2022-04-30,Shipped,0,0,Top,JNE,PUNJAB,DINANAGAR,143,599.0,6.396929655216146,q3,1,0,Amazon,1
408-1587720-2667552,2022-04-30,Shipped,0,0,Set,SET,WEST BENGAL,KOLKATA,700,597.0,6.393590753950631,q3,1,0,Amazon,1
171-5980259-5726757,2022-04-30,Shipped,0,0,Top,J,TELANGANA,SECUNDERABAD,500,487.0,6.1903154058531475,q2,0,0,Amazon,1
405-2266530-9531500,2022-04-30,Shipped - Delivered to Buyer,0,0,Set,SET,MAHARASHTRA,KALYAN,421,563.0,6.335054251498059,q3,1,0,Merchant,1
408-3468189-1632369,2022-04-30,Shipped,0,0,kurta,JNE,TAMIL NADU,ARAKANDANALLUR,605,487.0,6.1903154058531475,q2,0,0,Amazon,1
402-8199412-5613164,2022-04-30,Shipped,0,0,Set,J,MADHYA PRADESH,BHOPAL,462,1099.0,7.003065458786462,q5,1,0,Amazon,1
406-8049367-7383569,2022-04-30,Shipped,0,0,Set,J,HARYANA,GURGAON,122,654.0,6.484635235635252,q3,1,0,Amazon,1
404-4084311-5014713,2022-04-30,Shipped,0,0,kurta,JNE,TELANGANA,HYDERABAD,500,329.0,5.799092654460526,q1,1,0,Amazon,1
405-4491602-9761902,2022-04-30,Cancelled,0,1,Western Dress,J,CHHATTISGARH,Bhatgaon,497,,0.0,,0,0,Amazon,0
404-3973098-9107502,2022-04-30,Shipped,0,0,Set,SET,ODISHA,BHANJANAGAR,761,1186.0,7.079184394609668,q5,1,0,Amazon,1
404-8364446-3952321,2022-04-30,Shipped,0,0,Western Dress,J,ANDHRA PRADESH,VISAKHAPATNAM,530,588.0,6.3784261836515865,q3,1,0,Amazon,1
408-4378624-3886712,2022-04-30,Cancelled,0,1,kurta,JNE,UTTAR PRADESH,GHAZIABAD,201,,0.0,,0,0,Amazon,0
408-2058872-0942730,2022-04-30,Shipped,0,0,kurta,JNE,ANDHRA PRADESH,VISAKHAPATNAM,531,329.0,5.799092654460526,q1,1,0,Amazon,1
408-2058872-0942730,2022-04-30,Shipped,0,0,kurta,JNE,ANDHRA PRADESH,VISAKHAPATNAM,531,259.0,5.560681631015528,q1,1,0,Amazon,1
404-5141245-7726736,2022-04-30,Shipped,0,0,kurta,JNE,ANDHRA PRADESH,MADHURAWADA,530,487.0,6.1903154058531475,q2,0,0,Amazon,1
405-5489495-6651552,2022-04-30,Shipped - Delivered to Buyer,0,0,Set,SET,UTTARAKHAND,ALMORA,263,549.0,6.309918278226516,q3,1,0,Merchant,1
171-6816175-3049154,2022-04-30,Shipped,0,0,Set,SET,ANDHRA PRADESH,PRODDATUR,516,626.0,6.440946540632921,q3,1,0,Amazon,1
408-7342331-1733136,2022-04-30,Cancelled,0,1,kurta,JNE,MAHARASHTRA,SHRIGONDA,413,,0.0,,0,0,Amazon,0
402-1721558-6618710,2022-04-30,Cancelled,0,1,kurta,J,TELANGANA,WARANGAL,506,570.48,6.348229452820346,q3,0,0,Merchant,0
406-2138801-8731538,2022-04-30,Shipped - Delivered to Buyer,0,0,kurta,JNE,TAMIL NADU,CHENNAI,600,319.0,5.768320995793772,q1,1,0,Merchant,1
407-1271803-1705135,2022-04-30,Shipped,0,0,Top,J,UTTAR PRADESH,FAIZABAD,224,518.0,6.251903883165888,q2,0,0,Amazon,1
408-0666162-2209142,2022-04-30,Shipped,0,0,Ethnic Dress,J,RAJASTHAN,BHIWADI,301,899.0,6.802394763324311,q5,1,0,Amazon,1
404-8344681-3468344,2022-04-30,Shipped,0,0,Western Dress,J,UTTAR PRADESH,NOIDA,201,807.0,6.694562058521095,q4,1,0,Amazon,1
405-5365766-8023559,2022-04-30,Shipped - Delivered to Buyer,0,0,Top,J,TELANGANA,WARANGAL,506,463.0,6.139884552226255,q2,1,0,Merchant,1
405-2729845-2846741,2022-04-30,Shipped,0,0,Set,SET,KARNATAKA,BANGALORE,560,653.0,6.483107351457199,q3,1,0,Amazon,1
407-7312276-7007540,2022-04-30,Shipped,0,0,Set,J,DELHI,NEW DELHI,110,1140.0,7.039660349862076,q5,1,0,Amazon,1
407-6910434-1793162,2022-04-30,Cancelled,0,1,kurta,MEN,ODISHA,SAMBALPUR,768,,0.0,,0,0,Amazon,0
407-7361111-8973957,2022-04-30,Shipped,0,0,Set,SET,UTTAR PRADESH,ALLAHABAD,211,1260.0,7.139660335964919,q5,1,0,Amazon,1
406-2349830-7633129,2022-04-30,Shipped,0,0,Set,SET,TELANGANA,WARANGAL,506,909.0,6.813444599510896,q5,1,0,Amazon,1
404-0553710-6997951,2022-04-30,Cancelled,0,1,kurta,MEN,Gujarat,Vadodara,390,,0.0,,0,0,Amazon,0
404-5682813-1706729,2022-04-30,Shipped,0,0,Set,SET,DELHI,NEW DELHI,110,968.0,6.876264611890766,q5,0,0,Amazon,1
171-0355946-6502712,2022-04-30,Shipped,0,0,Set,SET,MAHARASHTRA,NASHIK,422,788.0,6.670766320845874,q4,0,0,Amazon,1
405-5141255-1451535,2022-04-30,Shipped,0,0,Western Dress,JNE,WEST BENGAL,Malda,732,771.0,6.648984550024776,q4,1,0,Amazon,1
